id,user_id,post_id,like
1577,147,14,-1
1578,147,1,1
1579,147,16,1
1580,147,17,-1
1581,147,13,1
1582,148,8,-1
1583,148,3,1
1584,148,6,1
1585,148,5,1
1586,148,14,-1
1587,148,1,1
1588,148,13,-1
1589,148,12,1
1590,148,17,1
1591,148,7,-1
1592,148,16,1
1593,148,15,1
1594,148,10,-1
1595,148,11,1
1596,148,19,1
1597,149,5,1
1598,150,8,1
1599,150,6,1
1600,150,17,-1
1601,150,5,-1
1602,150,19,1
1603,150,2,1
1604,150,10,1
1605,150,18,-1
1606,150,15,1
1607,150,13,1
1608,150,4,-1
1609,151,19,1
1610,151,9,-1
1611,151,12,1
1612,151,2,1
1613,151,5,1
1614,152,12,-1
1615,152,13,1
1616,152,2,-1
1617,152,11,1
1618,152,9,1
1619,152,20,-1
1620,152,3,1
1621,152,16,1
1622,153,5,-1
1623,153,10,-1
1624,153,14,-1
1625,153,11,-1
1626,153,9,-1
1627,153,7,-1
1628,153,3,1
1629,153,20,-1
1630,153,4,-1
1631,153,15,1
1632,153,8,1
1633,154,14,-1
1634,155,8,1
1635,155,4,1
1636,155,7,1
1637,155,5,1
1638,155,13,-1
1639,155,20,1
1640,155,17,1
1641,155,12,1
1642,155,9,-1
1643,156,15,-1
1644,156,5,-1
1645,156,7,-1
1646,156,6,1
1647,156,8,-1
1648,156,20,1
1649,156,14,1
1650,157,9,-1
1651,157,3,1
1652,157,7,-1
1653,158,6,-1
1654,158,7,-1
1655,158,13,-1
1656,158,4,-1
1657,158,12,-1
1658,158,5,-1
1659,158,10,1
1660,158,1,1
1661,158,18,1
1662,158,16,1
1663,158,3,1
1664,159,5,-1
1665,160,9,-1
1666,160,20,-1
1667,160,15,-1
1668,160,19,-1
1669,160,6,-1
1670,160,7,-1
1671,160,12,1
1672,160,3,-1
1673,160,4,-1
1674,160,10,-1
1675,160,18,-1
1676,160,16,1
1677,160,1,-1
1678,160,11,1
1679,160,13,-1
1680,161,11,-1
1681,161,4,1
1682,161,15,-1
1683,161,14,1
1684,161,19,-1
1685,161,13,-1
1686,161,9,-1
1687,161,20,-1
1688,161,6,-1
1689,161,18,1
1690,161,2,1
1691,161,3,1
1692,161,12,1
1693,162,6,-1
1694,162,18,1
1695,162,19,1
1696,162,20,1
1697,162,9,1
1698,162,5,1
1699,162,12,1
1700,162,13,1
1701,162,11,1
1702,162,14,1
1703,162,8,-1
1704,162,7,-1
1705,163,3,1
1706,163,12,-1
1707,163,19,1
1708,163,1,1
1709,163,6,-1
1710,163,8,-1
1711,163,17,1
1712,163,10,-1
1713,163,20,-1
1714,164,6,1
1715,164,13,-1
1716,164,18,1
1717,164,20,-1
1718,164,17,-1
1719,164,1,-1
1720,164,8,1
1721,164,7,-1
1722,164,4,-1
1723,164,19,-1
1724,164,15,1
1725,164,5,-1
1726,164,10,1
1727,164,11,-1
1728,164,14,-1
1729,164,16,-1
1730,165,20,1
1731,165,12,1
1732,165,16,-1
1733,165,15,-1
1734,165,11,-1
1735,165,3,1
1736,165,7,1
1737,165,10,-1
1738,165,5,1
1739,165,6,1
1740,165,13,1
1741,165,8,1
1742,165,4,-1
1743,165,2,-1
1744,165,19,1
1745,165,9,-1
1746,165,18,1
1747,165,1,-1
1748,166,1,1
1749,166,18,1
1750,166,19,1
1751,166,7,-1
1752,166,6,1
1753,166,3,-1
1754,166,9,1
1755,167,19,-1
1756,167,4,-1
1757,167,5,1
1758,167,13,1
1759,167,9,-1
1760,167,2,-1
1761,167,1,1
1762,167,15,-1
1763,167,11,1
1764,167,16,-1
1765,167,20,-1
1766,167,8,1
1767,167,6,1
1768,167,7,1
1769,167,3,1
1770,167,12,-1
1771,167,10,1
1772,167,18,1
1773,167,14,-1
1774,167,17,-1
1775,168,5,-1
1776,168,6,1
1777,168,7,-1
1778,168,12,-1
1779,168,4,1
1780,168,15,-1
1781,168,8,-1
1782,168,11,1
1783,168,13,-1
1784,168,14,1
1785,168,20,-1
1786,169,10,-1
1787,169,18,1
1788,169,1,1
1789,169,13,1
1790,169,19,1
1791,170,14,-1
1792,170,12,-1
1793,170,2,-1
1794,170,3,-1
1795,170,11,1
1796,170,10,1
1797,170,18,1
1798,170,1,1
1799,170,16,1
1800,170,7,1
1801,170,9,1
1802,170,15,-1
1803,170,19,-1
1804,170,13,-1
1805,170,5,1
1806,170,6,1
1807,170,17,1
1808,170,8,1
1809,170,20,-1
1810,170,4,1
1811,171,2,1
1812,171,5,-1
1813,171,1,1
1814,171,13,1
1815,171,7,1
1816,171,14,1
1817,171,4,-1
1818,171,16,1
1819,171,11,1
1820,171,20,1
1821,171,8,-1
1822,171,19,1
1823,171,18,-1
1824,171,6,-1
1825,171,17,-1
1826,171,15,1
1827,171,10,1
1828,171,9,-1
1829,172,5,-1
1830,172,15,1
1831,172,16,1
1832,172,12,1
1833,172,14,-1
1834,172,17,1
1835,172,19,-1
1836,172,18,1
1837,172,9,-1
1838,172,6,1
1839,172,3,-1
1840,172,7,1
1841,172,13,1
1842,172,4,1
1843,172,20,-1
1844,172,10,1
1845,173,17,1
1846,173,20,-1
1847,173,2,-1
1848,173,8,1
1849,174,5,1
1850,174,13,-1
1851,174,14,-1
1852,174,1,1
1853,174,19,1
1854,174,4,-1
1855,174,18,-1
1856,174,6,-1
1857,174,2,-1
1858,174,17,-1
1859,174,10,1
1860,174,3,-1
1861,174,16,1
1862,175,19,-1
1863,175,8,-1
1864,175,1,-1
1865,175,6,1
1866,175,9,1
1867,175,4,-1
1868,175,17,1
1869,175,20,-1
1870,175,10,1
1871,175,18,1
1872,175,5,-1
1873,175,13,1
1874,175,14,-1
1875,175,2,-1
1876,176,18,1
1877,176,10,-1
1878,176,11,1
1879,177,17,1
1880,177,8,1
1881,178,16,-1
1882,178,1,1
1883,178,7,-1
1884,178,3,-1
1885,178,12,1
1886,178,17,-1
1887,178,9,-1
1888,178,2,-1
1889,178,18,-1
1890,178,4,1
1891,178,19,-1
1892,178,13,-1
1893,178,11,1
1894,178,14,-1
1895,178,6,1
1896,179,16,-1
1897,179,6,1
1898,179,10,-1
1899,179,4,-1
1900,179,7,-1
1901,179,12,-1
1902,179,13,1
1903,179,1,1
1904,179,5,1
1905,179,19,-1
1906,179,18,1
1907,179,14,-1
1908,180,20,1
1909,180,13,-1
1910,180,3,1
1911,180,6,1
1912,180,5,-1
1913,180,16,1
1914,180,7,-1
1915,180,4,1
1916,180,2,-1
1917,180,18,1
1918,180,15,-1
1919,180,9,-1
1920,180,14,1
1921,180,19,1
1922,180,10,-1
1923,180,17,-1
1924,180,12,1
1925,180,8,1
1926,181,20,1
1927,181,18,1
1928,181,11,1
1929,181,2,1
1930,181,6,1
1931,181,13,-1
1932,181,15,1
1933,181,4,-1
1934,181,3,1
1935,181,5,1
1936,181,19,1
1937,181,14,1
1938,181,1,1
1939,181,9,-1
1940,181,7,1
1941,181,16,1
1942,181,10,-1
1943,182,17,1
1944,182,9,-1
1945,182,13,-1
1946,182,18,1
1947,182,12,1
1948,182,15,1
1949,182,7,1
1950,182,19,1
1951,182,2,1
1952,182,1,1
1953,182,11,-1
1954,182,10,1
1955,182,6,1
1956,182,14,1
1957,183,20,1
1958,183,9,-1
1959,183,10,-1
1960,183,17,1
1961,183,4,1
1962,183,2,-1
1963,183,3,-1
1964,184,9,-1
1965,184,13,-1
1966,184,6,1
1967,184,11,1
1968,185,10,1
1969,185,8,-1
1970,185,7,1
1971,185,19,1
1972,185,2,-1
1973,185,16,-1
1974,185,1,1
1975,185,9,-1
1976,186,10,1
1977,186,3,1
1978,186,11,-1
1979,186,2,1
1980,186,9,1
1981,186,7,-1
1982,187,20,-1
1983,188,14,-1
1984,188,10,1
1985,188,8,-1
1986,188,6,1
1987,188,12,-1
1988,188,1,-1
1989,188,5,-1
1990,188,13,-1
1991,188,4,1
1992,188,16,-1
1993,188,9,1
1994,188,19,1
1995,188,11,-1
1996,189,18,-1
1997,189,5,-1
1998,189,9,1
1999,189,19,-1
2000,189,6,1
2001,190,2,1
2002,190,16,-1
2003,190,5,1
2004,190,17,1
2005,190,13,1
2006,190,1,1
2007,190,18,-1
2008,190,4,1
2009,191,18,1
2010,191,5,1
2011,191,16,-1
2012,192,2,-1
2013,193,13,-1
2014,193,1,1
2015,193,12,1
2016,193,16,-1
2017,193,19,-1
2018,193,5,-1
2019,193,15,-1
2020,193,7,1
2021,193,20,1
2022,193,18,-1
2023,193,6,1
2024,193,2,1
2025,193,10,-1
2026,193,14,-1
2027,193,9,-1
2028,193,4,-1
2029,193,11,-1
2030,194,20,1
2031,194,4,-1
2032,194,16,1
2033,194,6,-1
2034,194,19,-1
2035,194,9,-1
2036,194,7,-1
2037,194,15,1
2038,194,3,1
2039,194,12,1
2040,194,18,-1
2041,194,11,-1
2042,194,1,1
2043,194,13,1
2044,194,2,1
2045,194,10,1
2046,194,17,-1
2047,194,5,1
2048,195,19,1
2049,196,5,1
2050,196,4,1
2051,196,6,1
2052,196,20,-1
2053,196,3,1
2054,196,7,1
2055,196,13,-1
2056,196,9,-1
2057,197,11,1
2058,197,15,1
2059,197,3,1
2060,197,12,-1
2061,197,10,-1
2062,197,2,1
2063,198,11,-1
2064,198,12,1
2065,198,2,-1
2066,198,6,1
2067,198,1,1
2068,198,17,1
2069,198,4,-1
2070,198,8,-1
2071,198,16,1
2072,198,14,-1
2073,198,19,-1
2074,198,9,-1
2075,198,20,1
2076,198,3,1
2077,198,18,1
2078,198,10,1
2079,198,7,1
2080,198,13,1
2081,198,15,1
2082,198,5,1
2083,199,4,-1
2084,199,6,1
2085,199,13,-1
2086,199,7,1
2087,199,17,-1
2088,199,2,-1
2089,199,5,1
2090,199,18,-1
2091,199,1,-1
2092,200,17,1
2093,201,9,-1
2094,202,6,-1
2095,202,1,-1
2096,202,7,-1
2097,202,4,1
2098,202,8,-1
2099,202,18,1
2100,202,3,-1
2101,202,19,1
2102,202,17,-1
2103,202,13,1
2104,202,20,-1
2105,202,2,1
2106,202,15,-1
2107,202,10,1
2108,203,18,-1
2109,203,14,-1
2110,203,9,1
2111,203,13,-1
2112,203,17,-1
2113,203,16,1
2114,203,12,-1
2115,203,7,-1
2116,203,20,-1
2117,203,2,-1
2118,203,6,1
2119,203,3,-1
2120,204,9,1
2121,204,2,1
2122,204,12,-1
2123,204,11,1
2124,204,15,-1
2125,204,19,1
2126,204,3,-1
2127,204,8,1
2128,204,18,1
2129,204,16,1
2130,204,7,-1
2131,204,6,1
2132,204,17,1
2133,204,20,1
2134,204,1,-1
2135,204,14,1
2136,204,13,1
2137,204,10,-1
2138,205,9,-1
2139,205,20,1
2140,205,13,1
2141,205,7,1
2142,205,4,-1
2143,205,14,-1
2144,205,17,1
2145,205,15,-1
2146,205,11,1
2147,205,8,-1
2148,205,1,-1
2149,205,16,1
2150,205,6,-1
2151,205,5,1
2152,206,13,1
2153,206,8,1
2154,206,17,-1
2155,206,18,-1
2156,206,19,-1
2157,206,12,-1
2158,206,14,1
2159,207,11,1
2160,207,1,1
2161,207,19,-1
2162,207,3,-1
2163,207,5,-1
2164,207,7,1
2165,207,14,1
2166,207,2,1
2167,207,8,-1
2168,207,17,1
2169,207,4,1
2170,207,10,1
2171,208,2,1
2172,208,1,-1
2173,208,12,1
2174,208,11,-1
2175,208,9,1
2176,208,8,1
2177,208,15,-1
2178,208,13,1
2179,208,4,1
2180,208,5,-1
2181,209,14,1
2182,209,10,-1
2183,209,5,1
2184,209,3,1
2185,209,20,1
2186,209,8,1
2187,209,19,-1
2188,209,16,1
2189,209,1,-1
2190,209,7,1
2191,209,11,1
2192,209,15,1
2193,209,18,-1
2194,209,12,1
2195,209,9,1
2196,209,13,-1
2197,209,2,-1
2198,209,6,-1
2199,210,9,-1
2200,210,4,-1
2201,210,17,1
2202,210,13,-1
2203,210,11,-1
2204,210,14,-1
2205,210,18,1
2206,210,19,-1
2207,210,5,-1
2208,210,8,-1
2209,211,13,-1
2210,211,3,1
2211,211,11,1
2212,211,19,-1
2213,211,16,1
2214,211,5,-1
2215,211,12,-1
2216,211,2,1
2217,211,9,-1
2218,211,8,-1
2219,211,14,1
2220,211,1,1
2221,211,4,1
2222,212,9,1
2223,212,13,1
2224,212,10,1
2225,212,20,1
2226,212,16,1
2227,212,8,1
2228,212,12,-1
2229,212,7,-1
2230,212,2,1
2231,212,6,-1
2232,212,15,-1
2233,212,5,1
2234,213,13,-1
2235,214,16,1
2236,215,4,1
2237,215,17,1
2238,215,9,1
2239,215,14,1
2240,215,18,-1
2241,215,8,1
2242,215,3,-1
2243,215,1,-1
2244,215,6,1
2245,215,2,-1
2246,215,19,-1
2247,215,5,-1
2248,215,15,-1
2249,215,20,1
2250,216,4,-1
2251,216,14,1
2252,216,13,1
2253,216,16,-1
2254,216,17,-1
2255,216,9,-1
2256,216,2,1
2257,216,15,-1
2258,216,12,-1
2259,217,13,1
2260,217,18,-1
2261,217,19,-1
2262,217,4,1
2263,217,9,-1
2264,217,6,1
2265,218,15,-1
2266,218,16,1
2267,218,14,1
2268,218,9,-1
2269,218,12,1
2270,218,10,1
2271,219,14,-1
2272,219,12,-1
2273,219,9,1
2274,219,11,-1
2275,219,13,1
2276,220,18,-1
2277,220,12,1
2278,220,1,1
2279,220,20,-1
2280,220,9,-1
2281,220,2,-1
2282,220,17,1
2283,220,8,-1
2284,221,8,1
2285,221,4,-1
2286,221,3,1
2287,221,12,-1
2288,222,8,-1
2289,222,20,1
2290,222,4,-1
2291,222,18,1
2292,222,9,-1
2293,222,7,-1
2294,222,13,1
2295,222,3,1
2296,222,1,1
2297,222,5,-1
2298,223,5,-1
2299,223,9,1
2300,223,4,-1
2301,223,10,-1
2302,223,12,-1
2303,223,20,-1
2304,223,6,1
2305,223,13,-1
2306,223,19,1
2307,223,7,1
2308,223,3,1
2309,223,15,-1
2310,224,10,-1
2311,224,13,-1
2312,224,8,1
2313,224,19,-1
2314,224,16,-1
2315,224,3,1
2316,224,18,-1
2317,224,20,1
2318,224,17,1
2319,224,9,-1
2320,224,6,-1
2321,224,15,1
2322,225,8,-1
2323,225,4,1
2324,225,3,1
2325,225,12,-1
2326,225,1,1
2327,225,9,-1
2328,225,7,-1
2329,225,2,1
2330,225,17,-1
2331,225,18,1
2332,225,19,-1
2333,225,10,1
2334,225,5,1
2335,225,16,-1
2336,226,20,1
2337,226,13,1
2338,226,1,-1
2339,226,2,1
2340,226,18,-1
2341,226,7,1
2342,227,15,-1
2343,227,3,1
2344,227,1,1
2345,227,19,1
2346,227,4,1
2347,227,13,-1
2348,227,18,1
2349,227,20,-1
2350,227,11,-1
2351,227,6,-1
2352,227,2,-1
2353,227,17,-1
2354,227,9,-1
2355,227,5,1
2356,228,15,-1
2357,228,17,-1
2358,228,9,-1
2359,228,5,1
2360,228,18,1
2361,228,12,-1
2362,228,6,-1
2363,228,16,1
2364,228,7,-1
2365,229,5,-1
2366,229,20,1
2367,229,16,1
2368,229,2,-1
2369,229,11,1
2370,229,4,-1
2371,229,6,1
2372,229,3,1
2373,229,19,-1
2374,229,17,1
2375,230,19,-1
2376,230,20,1
2377,230,17,-1
2378,230,12,-1
2379,230,8,-1
2380,230,13,1
2381,230,4,1
2382,230,3,1
2383,231,10,-1
2384,231,15,-1
2385,231,5,-1
2386,231,20,1
2387,231,16,-1
2388,231,2,1
2389,231,12,-1
2390,231,14,-1
2391,231,1,1
2392,231,17,-1
2393,231,13,-1
2394,231,18,-1
2395,231,11,1
2396,231,6,1
2397,231,3,-1
2398,232,1,1
2399,232,2,-1
2400,232,14,-1
2401,232,11,1
2402,232,10,1
2403,232,4,1
2404,232,12,-1
2405,232,19,-1
2406,232,5,-1
2407,232,15,-1
2408,232,20,-1
2409,232,3,-1
2410,232,7,-1
2411,232,8,-1
2412,232,17,-1
2413,232,13,-1
2414,232,9,-1
2415,232,18,-1
2416,232,6,1
2417,232,16,-1
2418,233,2,-1
2419,233,9,1
2420,233,1,-1
2421,233,3,1
2422,233,11,-1
2423,233,5,1
2424,233,20,-1
2425,233,4,-1
2426,233,15,-1
2427,233,18,-1
2428,233,12,1
2429,233,6,1
2430,233,16,1
2431,233,8,1
2432,233,17,1
2433,233,14,-1
2434,233,10,1
2435,233,19,-1
2436,234,4,-1
2437,234,19,1
2438,234,20,-1
2439,234,18,-1
2440,234,5,1
2441,234,8,-1
2442,234,11,1
2443,234,7,-1
2444,234,17,-1
2445,234,9,-1
2446,234,15,-1
2447,234,16,1
2448,234,10,-1
2449,234,12,1
2450,234,13,1
2451,234,14,1
2452,234,3,-1
2453,234,6,-1
2454,234,1,-1
2455,234,2,-1
2456,235,9,1
2457,235,18,-1
2458,235,8,-1
2459,235,11,-1
2460,235,15,-1
2461,235,14,1
2462,235,16,-1
2463,235,12,-1
2464,235,20,1
2465,235,3,-1
2466,235,5,1
2467,235,10,1
2468,235,19,-1
2469,235,1,1
2470,235,13,-1
2471,235,4,-1
2472,235,2,-1
2473,235,17,-1
2474,235,6,-1
2475,236,13,-1
2476,236,17,1
2477,236,10,1
2478,236,5,1
2479,236,12,1
2480,236,19,1
2481,236,1,1
2482,236,2,-1
2483,236,8,-1
2484,237,14,-1
2485,237,18,1
2486,237,2,-1
2487,237,9,-1
2488,238,15,-1
2489,238,20,-1
2490,238,19,1
2491,238,14,-1
2492,238,16,-1
2493,238,2,-1
2494,238,5,1
2495,238,13,1
2496,239,13,1
2497,239,18,-1
2498,239,14,-1
2499,239,7,1
2500,239,8,1
2501,239,1,1
2502,239,6,-1
2503,239,16,-1
2504,239,10,1
2505,239,2,-1
2506,239,3,1
2507,239,11,1
2508,240,10,-1
2509,240,7,-1
2510,240,14,1
2511,240,8,-1
2512,240,6,-1
2513,240,18,-1
2514,240,13,-1
2515,240,20,-1
2516,240,9,-1
2517,240,16,-1
2518,241,8,-1
2519,241,11,-1
2520,241,2,1
2521,241,6,-1
2522,241,14,-1
2523,241,19,-1
2524,241,5,-1
2525,241,3,1
2526,241,12,-1
2527,241,16,1
2528,242,18,-1
2529,242,8,1
2530,242,16,-1
2531,242,15,1
2532,242,12,-1
2533,242,2,1
2534,242,4,1
2535,242,5,-1
2536,242,20,1
2537,242,6,-1
2538,242,19,1
2539,242,11,1
2540,242,3,1
2541,243,19,1
2542,243,6,-1
2543,243,15,-1
2544,243,3,-1
2545,243,14,1
2546,244,5,1
2547,244,12,1
2548,244,18,1
2549,244,13,1
2550,244,10,1
2551,244,1,1
2552,244,14,1
2553,244,17,-1
2554,244,20,1
2555,244,9,1
2556,244,15,1
2557,244,2,1
2558,244,3,-1
2559,244,19,-1
2560,245,18,-1
2561,245,7,-1
2562,245,4,1
2563,245,5,1
2564,245,11,1
2565,245,12,-1
2566,245,3,-1
2567,245,9,-1
2568,245,1,-1
2569,245,8,-1
2570,245,6,1
2571,245,14,-1
2572,245,16,1
2573,245,15,-1
2574,245,20,-1
2575,245,19,1
2576,245,10,-1
2577,245,13,-1
2578,246,15,1
2579,246,20,-1
2580,246,9,-1
2581,246,7,1
2582,246,14,-1
2583,246,19,-1
2584,246,4,-1
2585,246,3,-1
2586,246,5,-1
2587,247,13,-1
2588,247,7,1
2589,247,11,1
2590,247,9,1
2591,247,18,-1
2592,247,14,-1
2593,247,2,-1
2594,247,6,1
2595,247,17,-1
2596,247,8,-1
2597,247,12,1
2598,248,18,1
2599,248,14,-1
2600,248,17,-1
2601,249,6,-1
2602,249,11,1
2603,249,14,1
2604,249,18,-1
2605,250,8,1
2606,250,17,-1
2607,250,4,-1
2608,250,14,-1
2609,250,9,-1
2610,250,15,-1
2611,250,18,1
2612,250,11,-1
2613,250,1,1
2614,250,7,1
2615,251,6,1
2616,251,11,-1
2617,251,20,1
2618,251,17,-1
2619,251,5,1
2620,251,8,1
2621,251,12,1
2622,251,13,1
2623,251,7,1
2624,251,3,-1
2625,251,14,1
2626,251,16,-1
2627,251,9,1
2628,251,19,-1
2629,251,1,1
2630,251,15,1
2631,252,10,-1
2632,252,15,-1
2633,252,2,-1
2634,252,5,-1
2635,253,1,-1
2636,253,19,-1
2637,253,10,1
2638,253,4,1
2639,253,15,-1
2640,253,13,-1
2641,253,20,-1
2642,254,2,1
2643,254,11,1
2644,254,1,1
2645,254,13,1
2646,254,6,-1
2647,254,20,1
2648,254,15,-1
2649,254,18,-1
2650,254,3,-1
2651,254,16,-1
2652,255,14,1
2653,255,10,1
2654,255,3,1
2655,255,2,-1
2656,255,20,-1
2657,255,5,-1
2658,255,17,1
2659,255,9,1
2660,256,5,1
2661,256,17,1
2662,256,15,-1
2663,256,6,1
2664,256,20,1
2665,256,1,-1
2666,257,17,-1
2667,257,14,1
2668,257,3,1
2669,257,16,-1
2670,257,8,1
2671,257,12,-1
2672,257,15,-1
2673,257,1,1
2674,257,18,-1
2675,257,4,-1
2676,257,10,1
2677,258,13,1
2678,258,20,-1
2679,258,17,1
2680,259,12,-1
2681,259,10,-1
2682,259,2,1
2683,259,15,-1
2684,259,11,-1
2685,259,9,1
2686,259,8,-1
2687,259,13,1
2688,259,4,1
2689,259,20,1
2690,259,7,1
2691,259,6,1
2692,259,18,-1
2693,259,1,1
2694,259,3,1
2695,260,18,1
2696,260,20,-1
2697,261,12,-1
2698,261,2,1
2699,261,20,1
2700,261,17,1
2701,261,16,-1
2702,261,14,-1
2703,261,5,-1
2704,261,9,-1
2705,262,18,1
2706,262,10,1
2707,262,8,1
2708,262,4,-1
2709,262,16,-1
2710,262,2,-1
2711,262,15,-1
2712,262,17,1
2713,262,3,1
2714,262,19,1
2715,262,11,1
2716,262,13,1
2717,262,7,1
2718,262,12,-1
2719,262,14,1
2720,262,6,1
2721,263,4,-1
2722,263,11,1
2723,263,1,-1
2724,263,6,-1
2725,263,12,1
2726,263,14,-1
2727,263,8,1
2728,263,7,1
2729,263,19,-1
2730,263,16,1
2731,263,15,1
2732,264,8,-1
2733,264,10,1
2734,264,4,1
2735,264,2,-1
2736,265,14,1
2737,266,2,-1
2738,266,4,-1
2739,266,15,1
2740,266,6,1
2741,266,3,-1
2742,266,7,1
2743,266,9,1
2744,266,18,1
2745,266,13,1
2746,266,16,-1
2747,266,8,-1
2748,267,12,1
2749,267,4,1
2750,267,2,1
2751,268,9,1
2752,268,6,-1
2753,268,13,1
2754,268,17,1
2755,268,19,-1
2756,268,18,-1
2757,268,11,-1
2758,269,12,1
2759,269,9,-1
2760,269,8,-1
2761,269,13,1
2762,269,1,-1
2763,269,20,1
2764,270,14,1
2765,270,13,-1
2766,270,16,-1
2767,270,20,-1
2768,270,12,-1
2769,270,9,-1
2770,270,18,-1
2771,270,7,-1
2772,270,2,1
2773,270,10,1
2774,270,5,1
2775,270,8,-1
2776,270,1,1
2777,270,11,-1
2778,270,4,1
2779,270,19,-1
2780,270,15,-1
2781,270,17,1
2782,270,3,1
2783,270,6,1
2784,271,16,-1
2785,271,12,-1
2786,271,2,-1
2787,271,18,1
2788,271,15,1
2789,271,17,-1
2790,271,14,-1
2791,271,9,1
2792,271,1,-1
2793,271,5,-1
2794,271,6,1
2795,271,4,1
2796,271,19,-1
2797,271,11,-1
2798,271,7,-1
2799,271,10,1
2800,271,13,-1
2801,271,8,-1
2802,271,3,1
2803,272,10,1
2804,272,15,1
2805,272,1,1
2806,272,19,1
2807,272,4,1
2808,272,8,-1
2809,272,14,-1
2810,272,11,1
2811,272,3,-1
2812,272,5,-1
2813,273,12,1
2814,273,6,-1
2815,273,5,1
2816,273,18,-1
2817,273,4,-1
2818,273,16,-1
2819,273,17,1
2820,273,8,-1
2821,273,19,-1
2822,273,3,-1
2823,273,1,1
2824,273,15,1
2825,273,7,-1
2826,273,11,-1
2827,273,20,1
2828,274,15,-1
2829,274,12,-1
2830,274,14,-1
2831,274,1,1
2832,274,8,1
2833,274,13,-1
2834,274,20,-1
2835,274,6,1
2836,274,5,1
2837,274,3,1
2838,274,18,1
2839,274,17,-1
2840,275,9,1
2841,275,14,1
2842,275,11,1
2843,275,13,1
2844,275,5,1
2845,275,15,-1
2846,275,1,-1
2847,275,16,-1
2848,275,8,-1
2849,275,3,1
2850,275,7,1
2851,275,18,1
2852,275,10,1
2853,275,17,1
2854,275,4,1
2855,275,12,1
2856,276,4,1
2857,276,12,-1
2858,276,6,1
2859,276,16,1
2860,276,20,1
2861,276,1,-1
2862,276,18,-1
2863,276,17,1
2864,276,10,1
2865,276,13,-1
2866,276,3,1
2867,276,15,-1
2868,276,2,1
2869,277,5,-1
2870,277,3,-1
2871,277,7,-1
2872,277,2,1
2873,277,10,1
2874,277,14,-1
2875,277,11,1
2876,277,4,1
2877,277,19,1
2878,277,1,1
2879,277,13,-1
2880,277,17,-1
2881,277,6,1
2882,277,16,1
2883,277,20,1
2884,278,2,1
2885,278,18,-1
2886,278,8,-1
2887,278,16,1
2888,278,15,-1
2889,278,6,-1
2890,278,10,1
2891,278,7,1
2892,278,9,1
2893,278,5,1
2894,278,14,-1
2895,278,12,-1
2896,278,11,1
2897,278,1,-1
2898,278,13,-1
2899,278,3,1
2900,278,20,-1
2901,278,17,1
2902,278,4,1
2903,278,19,-1
2904,279,4,-1
2905,279,9,1
2906,279,10,1
2907,279,12,-1
2908,279,3,-1
2909,279,11,1
2910,279,18,1
2911,279,16,1
2912,279,5,-1
2913,279,8,-1
2914,279,1,1
2915,279,13,1
2916,279,17,-1
2917,279,2,1
2918,279,19,1
2919,279,15,1
2920,279,20,-1
2921,279,6,1
2922,279,14,1
2923,280,12,1
2924,280,4,-1
2925,280,8,-1
2926,280,13,1
2927,280,20,1
2928,280,9,1
2929,280,1,1
2930,280,10,1
2931,280,6,1
2932,281,13,1
2933,281,10,-1
2934,281,20,-1
2935,282,2,-1
2936,282,16,1
2937,282,1,1
2938,282,7,1
2939,282,6,-1
2940,282,10,-1
2941,282,19,1
2942,282,8,-1
2943,282,18,1
2944,282,13,1
2945,282,9,-1
2946,282,4,1
2947,282,11,-1
2948,282,20,1
2949,282,17,-1
2950,282,15,-1
2951,282,5,1
2952,283,14,1
2953,283,18,-1
2954,283,7,1
2955,283,17,1
2956,283,15,1
2957,283,11,-1
2958,283,4,1
2959,283,6,-1
2960,283,16,1
2961,283,19,-1
2962,283,3,1
2963,283,8,-1
2964,283,20,1
2965,284,7,-1
2966,284,14,1
2967,284,9,1
2968,284,16,-1
2969,284,3,-1
2970,284,8,-1
2971,284,11,1
2972,284,5,-1
2973,284,19,1
2974,284,15,-1
2975,284,2,-1
2976,284,6,1
2977,285,8,-1
2978,285,10,-1
2979,285,17,1
2980,285,3,1
2981,285,14,-1
2982,285,16,1
2983,285,19,1
2984,285,4,-1
2985,285,5,-1
2986,286,9,-1
2987,286,13,1
2988,286,3,1
2989,286,17,1
2990,286,16,1
2991,286,11,-1
2992,286,7,-1
2993,286,10,-1
2994,286,14,1
2995,286,19,1
2996,286,5,1
2997,286,6,-1
2998,286,15,1
2999,286,20,1
3000,287,2,1
3001,287,9,1
3002,287,11,1
3003,287,16,1
3004,287,19,1
3005,287,3,-1
3006,287,6,-1
3007,287,4,-1
3008,287,17,-1
3009,287,5,-1
3010,287,10,1
3011,287,20,-1
3012,287,14,1
3013,287,18,1
3014,287,12,-1
3015,287,1,-1
3016,287,13,1
3017,288,6,-1
3018,288,8,-1
3019,288,10,1
3020,288,17,-1
3021,288,5,-1
3022,288,14,-1
3023,288,1,-1
3024,288,2,-1
3025,288,18,-1
3026,288,3,-1
3027,289,11,-1
3028,290,1,-1
3029,290,12,-1
3030,290,13,-1
3031,290,17,1
3032,290,4,-1
3033,290,7,-1
3034,290,19,-1
3035,290,14,-1
3036,290,18,1
3037,290,6,-1
3038,290,3,1
3039,290,15,1
3040,290,20,1
3041,290,16,-1
3042,290,2,1
3043,290,11,1
3044,290,9,-1
3045,291,17,1
3046,291,10,-1
3047,291,12,1
3048,292,13,1
